"Customer_Id","Year_Birth","Annual_Income","Nb_Of_Kids","Nb_Of_Teenagers","Days_Since_Last_Purchase","Wines_Spending","Fruits_Spending","Meat_Spending","Fish_Spending","Sweet_Spending","Gold_Spending","Deals_Purchases","Web_Purchases","Catalog_Purchases","Store_Purchases","Monthly_Web_Visits","Accepted_Campaign_3","Accepted_Campaign_4","Accepted_Campaign_5","Accepted_Campaign_1","Accepted_Campaign_2","Has_Complained","Has_Responded"
6652,1970,77343,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0
10556,1964,54984,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0
8945,1975,54137,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0
10598,1972,27943,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0
6246,1958,73892,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1
1064,1976,42403,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0
6445,1972,66825,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0
255,1956,22263,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0
48,1969,55761,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0
5975,1972,40304,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0
2727,1978,57100,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0
2375,1977,30261,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0
7610,1988,37292,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0
6404,1974,58917,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0
6875,1970,32727,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0
263,1950,45576,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1
9829,1983,28587,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0
11074,1982,85072,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0
4399,1974,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0
10814,1952,70321,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1
6214,1987,43815,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0
10150,1966,86429,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1
9710,1974,58086,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0
4042,1976,43300,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1
4954,1961,48195,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0
1968,1976,45684,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0
9292,1957,81795,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0
2157,1977,26290,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0
7861,1957,77027,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0
6534,1979,47889,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0
10250,1952,28389,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0
4837,1970,71322,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0
10133,1975,93790,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1
9485,1991,45921,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0
7881,1951,66835,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0
2525,1979,38410,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1
9423,1984,32765,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0
7053,1971,78420,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0
5847,1974,69901,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0
8233,1955,64866,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0
4654,1997,75114,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0
4198,1970,29672,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0
737,1954,80360,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0
9760,1968,52278,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1
153,1958,23272,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0
9483,1964,57957,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0
3571,1966,63342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1
1048,1977,35641,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1
9323,1954,49912,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1
2945,1960,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0
7807,1979,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
10619,1999,95529,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1
10001,1990,7500,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0
10403,1983,16531,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0
3878,1985,31859,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0
9308,1959,62820,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
3945,1952,68117,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1
5092,1954,51569,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1
10505,1965,73113,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0
5074,1991,28072,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0
3799,1960,67225,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0
2154,1976,30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
10524,1968,49476,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0
8362,1987,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1
8625,1981,17649,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0
5394,1984,16014,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0
2625,1959,42607,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0
4690,1958,50725,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0
3491,1980,55914,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0
3798,1973,41120,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0
4637,1959,74637,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0
7521,1957,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
983,1989,40059,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0
3524,1976,39763,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1
9972,1960,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0
9119,1955,60905,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0
5247,1960,38725,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0
4483,1998,72354,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0
4786,1982,75330,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0
5883,1977,77981,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0
4487,1974,39858,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1
5872,1956,60689,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0
4988,1953,34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0
2118,1969,62905,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0
6568,1989,38680,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0
8812,1984,13533,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0
5628,1987,61416,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0
7196,1955,41145,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0
8931,1991,83033,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0
6616,1980,59481,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0
5631,1996,49767,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0
4406,1975,67419,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0
5871,1984,24401,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0
4974,1975,83273,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0
2797,1982,72117,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0
2008,1983,77583,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0
8416,1986,29009,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0
4328,1991,21955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0
3139,1987,74116,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0
5454,1984,45057,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0
9167,1961,67131,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0
10037,1998,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0
9672,1975,23162,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0
4095,1976,37150,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0
10560,1985,36802,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0
10673,1981,68397,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0
2631,1987,71853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
4864,1982,34380,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0
5474,1975,43020,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0
5303,1979,79632,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0
8312,1966,28249,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0
4706,1971,34704,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0
4268,1964,53154,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0
538,1994,46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0
5534,1980,47808,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0
4070,1974,94871,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1
7922,1956,64950,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0
10701,1978,65308,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0
5093,1979,25509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1
5692,1994,25443,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0
25,1963,65148,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0
7592,1951,51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0
3507,1975,76467,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1
4843,1957,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
3697,1959,39898,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0
2079,1952,81044,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0
8895,1990,70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0
6383,1976,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0
217,1961,64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0
8584,1957,85431,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0
626,1956,32871,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0
1628,1976,71796,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0
4220,1975,59892,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0
4426,1980,55801,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0
1204,1975,67536,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0
2694,1972,42664,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0
5286,1992,41020,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0
2591,1964,76320,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0
3673,1976,55239,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0
8910,1960,42586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1
9559,1966,57072,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0
760,1980,60554,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0
10509,1960,36927,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0
7433,1990,29760,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0
2849,1984,60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
8957,1957,64831,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0
6382,1958,48794,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0
164,1982,28973,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0
4128,1967,56067,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0
6673,1970,23478,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0
7787,1965,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
10477,1978,39435,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0
6810,1988,82025,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1
7441,1978,71128,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0
3102,1986,19414,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0
2681,1989,65370,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0
5386,1958,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1
1071,1981,70179,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0
5868,1985,19107,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0
5150,1984,20194,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0
8700,1991,14906,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0
10061,1955,59462,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0
8370,1981,75484,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0
5283,1981,42473,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0
3202,1992,51563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0
7187,1974,0,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0
9988,1981,70379,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0
9645,1973,64590,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0
1328,1987,57937,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0
8775,1974,38361,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0
2939,1975,79419,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0
8405,1984,68274,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0
10678,1964,71232,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0
1612,1986,0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0
5529,1951,64014,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0
6515,1982,39771,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0
7261,1976,34600,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1
2345,1987,70038,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
9743,1960,76998,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0
2882,1980,67893,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0
9648,1972,46904,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0
5763,1977,49854,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0
322,1983,42554,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0
7574,1984,27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0
2870,1978,49094,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0
3478,1976,60585,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1
10897,1979,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
6387,1981,52190,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0
8008,1988,36075,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0
7494,1955,42873,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0
123,1956,67046,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0
5320,1978,44051,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1
1513,1984,60839,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0
1763,1993,87679,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1
6103,1953,42192,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0
5048,1976,42767,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0
6173,1984,77298,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0
7250,1983,57867,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0
8146,1981,46106,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0
7899,1957,77610,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0
1419,1955,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0
10031,1981,16927,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0
2005,1995,35765,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0
10500,1989,31761,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0
5748,1970,59754,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1
9150,1968,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
10770,1964,65492,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0
1655,1984,34350,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0
2134,1957,53700,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0
6885,1982,32952,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0
7960,1967,82122,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0
2406,1954,54591,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0
1523,1978,59041,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0
1250,1981,37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0
2072,1974,53374,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1
9665,1962,54237,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0
2712,1961,71866,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0
7959,1966,79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0
9905,1957,34074,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0
9463,1964,71706,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0
4640,1972,70647,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0
5517,1974,25293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0
640,1956,57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0
10691,1965,28520,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0
6318,1993,68487,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0
3635,1967,52597,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0
10643,1992,42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1
4252,1970,44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0
7002,1960,62535,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0
4093,1980,53253,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0
3547,1974,41021,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1
2254,1988,69520,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0
8432,1961,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
2952,1982,36273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0
5751,1978,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
2456,1980,40233,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0
10281,1975,64713,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1
6218,1970,59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0
8439,1969,63404,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0
5633,1985,50183,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0
3340,1982,42014,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1
6958,1982,27889,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0
6905,1999,80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
762,1986,75774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
3594,1978,54108,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0
7801,1964,54753,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0
954,1965,22123,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0
5922,1979,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0
3584,1960,49667,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1
2831,1981,78416,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0
10489,1978,92955,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1
5079,1976,0,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0
3598,1977,62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
3643,1979,63206,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0
7011,1978,33471,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0
6977,1979,75702,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0
10339,1959,0,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0
6116,1973,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0
2620,1979,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1
851,1977,57136,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0
6289,1956,59385,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0
4643,1978,27803,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0
3933,1985,44010,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0
6263,1973,35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0
4168,1971,37070,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1
7706,1980,46772,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0
3117,1960,0,0,1,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0
10981,1993,84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
10486,1953,77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
8397,1956,44689,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0
