"MANDT","KURST","FCURR","TCURR","GDATU","UKURS","FFACT","TFACT"
"000","M","USD","EUR","2009-09-15","0.68620","0","0"
"000","M","USD","EUR","2009-09-14","0.68640","0","0"
"000","M","USD","EUR","2009-09-13","0.68650","0","0"
"000","M","USD","EUR","2009-09-12","0.68530","0","0"
"000","M","USD","EUR","2009-09-09","0.69350","0","0"
"000","M","USD","EUR","2009-09-03","0.70280","0","0"
"000","M","USD","EUR","2009-09-01","0.69920","0","0"
"000","M","USD","EUR","2009-08-29","0.69690","0","0"
"000","M","USD","EUR","2009-08-27","0.70030","0","0"
"000","M","USD","EUR","2009-08-26","0.69910","0","0"
"000","M","USD","EUR","2009-08-20","0.70640","0","0"
"000","M","USD","EUR","2009-08-19","0.70870","0","0"
"000","M","USD","EUR","2009-08-18","0.70850","0","0"
"000","M","USD","EUR","2009-08-15","0.70150","0","0"
"000","M","USD","EUR","2009-08-13","0.70600","0","0"
"000","M","USD","EUR","2009-08-12","0.70680","0","0"
"000","M","USD","EUR","2009-08-07","0.69510","0","0"
"000","M","USD","EUR","2009-08-06","0.69430","0","0"
"000","M","USD","EUR","2009-08-01","0.70690","0","0"
"000","M","USD","EUR","2009-07-31","0.71130","0","0"
"000","M","USD","EUR","2009-07-30","0.70820","0","0"
"000","M","USD","EUR","2009-07-29","0.70300","0","0"
"000","M","USD","EUR","2009-07-28","0.70250","0","0"
"000","M","CHF","EUR","2010-07-19","0.73660","0","0"
"000","M","CHF","EUR","2010-07-05","0.74910","0","0"
"000","M","CHF","EUR","2010-07-04","0.74910","0","0"
"000","M","CHF","EUR","2010-05-10","0.70770","0","0"
"000","M","CHF","EUR","2010-05-08","0.70770","0","0"
"000","M","CHF","EUR","2010-04-22","0.69770","0","0"
"000","M","CHF","EUR","2010-04-17","0.69770","0","0"
"000","M","USD","EUR","2009-07-23","0.70410","0","0"
"000","M","USD","EUR","2009-07-22","0.70370","0","0"
"000","M","USD","EUR","2009-07-21","0.70470","0","0"
"000","M","USD","EUR","2009-07-20","0.70940","0","0"
"000","M","USD","EUR","2009-07-19","0.70940","0","0"
"000","M","USD","EUR","2009-07-18","0.70860","0","0"
"000","M","USD","EUR","2009-07-17","0.70920","0","0"
"000","M","USD","EUR","2009-07-16","0.71210","0","0"
"000","M","USD","EUR","2009-07-09","0.71970","0","0"
"000","M","USD","EUR","2009-07-08","0.71600","0","0"
"000","M","USD","EUR","2009-07-07","0.71710","0","0"
"000","M","USD","EUR","2009-07-04","0.71500","0","0"
"000","M","USD","EUR","2009-07-03","0.71040","0","0"
"000","M","USD","EUR","2009-07-02","0.71010","0","0"
"000","M","USD","EUR","2009-07-01","0.71000","0","0"
"000","M","USD","EUR","2009-06-30","0.71190","0","0"
"000","M","USD","EUR","2009-06-27","0.71170","0","0"
"000","M","USD","EUR","2009-06-25","0.71180","0","0"
"000","M","USD","EUR","2009-06-23","0.72040","0","0"
"000","M","USD","EUR","2009-06-22","0.71770","0","0"
"000","M","USD","EUR","2009-06-20","0.71800","0","0"
"000","M","USD","EUR","2009-06-17","0.72250","0","0"
"000","M","USD","EUR","2009-06-16","0.72020","0","0"
"000","M","USD","EUR","2009-06-15","0.71370","0","0"
"000","M","USD","EUR","2009-06-14","0.71370","0","0"
"000","M","USD","EUR","2009-06-12","0.71240","0","0"
"000","M","USD","EUR","2009-06-10","0.71690","0","0"
"000","M","USD","EUR","2009-06-09","0.71870","0","0"
"000","M","USD","EUR","2009-06-06","0.70800","0","0"
"000","M","USD","EUR","2009-06-03","0.70400","0","0"
"000","M","USD","EUR","2009-05-30","0.71210","0","0"
"000","M","USD","EUR","2009-05-29","0.72070","0","0"
"000","M","USD","EUR","2009-05-28","0.71690","0","0"
"000","M","USD","EUR","2009-05-27","0.71630","0","0"
"000","M","USD","EUR","2009-05-26","0.71420","0","0"
"000","M","USD","EUR","2009-05-25","0.71460","0","0"
"000","M","USD","EUR","2009-05-24","0.71460","0","0"
"000","M","USD","EUR","2009-05-23","0.71640","0","0"
"000","M","USD","EUR","2009-05-21","0.73110","0","0"
"000","M","USD","EUR","2009-05-20","0.73570","0","0"
"000","M","USD","EUR","2009-05-06","0.74750","0","0"
"000","M","USD","EUR","2009-05-05","0.75130","0","0"
"000","M","USD","EUR","2009-05-02","0.75420","0","0"
"000","M","USD","EUR","2009-04-29","0.76700","0","0"
"000","M","USD","EUR","2009-04-28","0.76050","0","0"
"000","M","USD","EUR","2009-04-24","0.76730","0","0"
"000","M","USD","EUR","2009-04-23","0.77190","0","0"
"000","M","USD","EUR","2009-04-22","0.77280","0","0"
"000","M","USD","EUR","2009-04-21","0.77060","0","0"
"000","M","USD","EUR","2009-04-18","0.76360","0","0"
"000","M","USD","EUR","2009-04-17","0.75780","0","0"
"000","M","USD","EUR","2009-04-16","0.75600","0","0"
"000","M","USD","EUR","2009-04-10","0.75500","0","0"
"000","M","USD","EUR","2009-04-06","0.74180","0","0"
"000","M","USD","EUR","2009-03-28","0.74340","0","0"
"000","M","USD","EUR","2009-03-27","0.73680","0","0"
"000","M","USD","EUR","2009-03-25","0.73560","0","0"
"000","M","USD","EUR","2009-03-19","0.76460","0","0"
"000","M","USD","EUR","2009-03-17","0.77210","0","0"
"000","M","USD","EUR","2009-03-14","0.77480","0","0"
"000","M","USD","EUR","2009-03-12","0.78630","0","0"
"000","M","USD","EUR","2009-03-11","0.78830","0","0"
"000","M","USD","EUR","2009-03-06","0.79460","0","0"
"000","M","USD","EUR","2009-03-05","0.79730","0","0"
"000","M","USD","EUR","2009-03-03","0.79430","0","0"
"000","M","USD","EUR","2009-03-02","0.78970","0","0"
"000","M","USD","EUR","2009-02-28","0.78780","0","0"
"000","M","USD","EUR","2009-02-27","0.78470","0","0"
"000","M","USD","EUR","2009-02-25","0.78430","0","0"
"000","M","USD","EUR","2009-02-24","0.77940","0","0"
"000","M","USD","EUR","2009-02-23","0.78020","0","0"
"000","M","USD","EUR","2009-02-22","0.77990","0","0"
"000","M","USD","EUR","2009-02-17","0.78300","0","0"
"000","M","USD","EUR","2009-02-16","0.77800","0","0"
"000","M","USD","EUR","2009-02-15","0.77780","0","0"
"000","M","USD","EUR","2009-02-13","0.77760","0","0"
"000","M","USD","EUR","2009-02-12","0.77460","0","0"
"000","M","USD","EUR","2009-02-09","0.77300","0","0"
"000","M","USD","EUR","2009-02-08","0.77310","0","0"
"000","M","USD","EUR","2009-02-07","0.77980","0","0"
"000","M","USD","EUR","2009-02-06","0.77900","0","0"
"000","M","USD","EUR","2009-02-05","0.77260","0","0"
"000","M","USD","EUR","2009-02-04","0.77610","0","0"
"000","M","USD","EUR","2009-02-03","0.78330","0","0"
"000","M","USD","EUR","2009-02-02","0.78100","0","0"
"000","M","USD","EUR","2009-02-01","0.78080","0","0"
"000","M","USD","EUR","2009-01-31","0.77690","0","0"
"000","M","USD","EUR","2009-01-30","0.76420","0","0"
"000","M","USD","EUR","2009-01-29","0.75570","0","0"
"000","M","USD","EUR","2009-01-27","0.76960","0","0"
"000","M","USD","EUR","2009-01-24","0.77460","0","0"
"000","M","USD","EUR","2009-01-22","0.77420","0","0"
"000","M","USD","EUR","2009-01-19","0.75360","0","0"
"000","M","USD","EUR","2009-01-18","0.75400","0","0"
"000","M","USD","EUR","2009-01-06","0.72710","0","0"
"000","M","USD","EUR","2009-01-05","0.71880","0","0"
"000","M","USD","EUR","2009-01-04","0.71870","0","0"
"000","M","USD","EUR","2009-01-03","0.71830","0","0"
"000","M","USD","EUR","2009-01-01","0.71230","0","0"
"000","M","USD","EUR","2008-12-31","0.70950","0","0"
"000","M","USD","EUR","2008-12-27","0.71190","0","0"
"000","M","USD","EUR","2008-12-26","0.71400","0","0"
"000","M","USD","EUR","2008-12-25","0.71580","0","0"
"000","M","USD","EUR","2008-12-23","0.71530","0","0"
"000","M","USD","EUR","2008-12-21","0.71910","0","0"
"000","M","USD","EUR","2008-12-20","0.70830","0","0"
"000","M","USD","EUR","2008-12-19","0.69270","0","0"
"000","M","USD","EUR","2008-12-18","0.70740","0","0"
"000","M","USD","EUR","2008-12-16","0.74070","0","0"
"000","M","USD","EUR","2008-12-15","0.74730","0","0"
"000","M","USD","EUR","2008-12-14","0.74710","0","0"
"000","M","USD","EUR","2008-12-13","0.74970","0","0"
"000","M","USD","EUR","2008-12-11","0.77170","0","0"
"000","M","USD","EUR","2008-12-09","0.77950","0","0"
"000","M","USD","EUR","2008-12-07","0.78660","0","0"
"000","M","USD","EUR","2008-12-06","0.78550","0","0"
"000","M","USD","EUR","2008-12-05","0.78790","0","0"
"000","M","USD","EUR","2008-12-03","0.79050","0","0"
"000","M","USD","EUR","2008-12-02","0.78990","0","0"
"000","M","USD","EUR","2008-11-29","0.77910","0","0"
"000","M","USD","EUR","2008-11-22","0.79880","0","0"
"000","M","USD","EUR","2008-11-21","0.79890","0","0"
"000","M","USD","EUR","2008-11-19","0.79180","0","0"
"000","M","USD","EUR","2008-11-18","0.79270","0","0"
"000","M","USD","EUR","2008-11-17","0.79380","0","0"
"000","M","USD","EUR","2008-11-16","0.79320","0","0"
"000","M","USD","EUR","2008-11-15","0.78570","0","0"
"000","M","USD","EUR","2008-11-14","0.80040","0","0"
"000","M","USD","EUR","2008-11-13","0.79710","0","0"
"000","M","USD","EUR","2008-11-12","0.78750","0","0"
"000","M","USD","EUR","2008-11-11","0.77880","0","0"
"000","M","USD","EUR","2008-11-10","0.78640","0","0"
"000","M","USD","EUR","2008-11-09","0.78660","0","0"
"000","M","USD","EUR","2008-11-08","0.78440","0","0"
"000","M","USD","EUR","2008-11-07","0.77790","0","0"
"000","M","USD","EUR","2008-11-06","0.77310","0","0"
"000","M","USD","EUR","2008-11-05","0.78580","0","0"
"000","M","USD","EUR","2008-11-04","0.78210","0","0"
"000","M","USD","EUR","2008-11-03","0.78620","0","0"
"000","M","USD","EUR","2008-11-02","0.78630","0","0"
"000","M","USD","EUR","2008-11-01","0.78500","0","0"
"000","M","USD","EUR","2008-10-30","0.78230","0","0"
"000","M","USD","EUR","2008-10-29","0.80070","0","0"
"000","M","USD","EUR","2008-10-28","0.79910","0","0"
"000","M","USD","EUR","2008-10-27","0.79280","0","0"
"000","M","USD","EUR","2008-10-26","0.78760","0","0"
"000","M","USD","EUR","2008-10-24","0.78010","0","0"
"000","M","USD","EUR","2008-10-23","0.77420","0","0"
"000","M","USD","EUR","2008-10-18","0.74320","0","0"
"000","M","USD","EUR","2008-10-12","0.74670","0","0"
"000","M","USD","EUR","2008-10-11","0.73870","0","0"
"000","M","USD","EUR","2008-10-08","0.73680","0","0"
"000","M","USD","EUR","2008-10-05","0.72620","0","0"
"000","M","USD","EUR","2008-10-04","0.72320","0","0"
"000","M","USD","EUR","2008-10-03","0.71880","0","0"
"000","M","USD","EUR","2008-10-02","0.70980","0","0"
"000","M","USD","EUR","2008-10-01","0.69970","0","0"
"000","M","USD","EUR","2008-09-29","0.68460","0","0"
"000","M","USD","EUR","2008-09-28","0.68460","0","0"
"000","M","USD","EUR","2008-09-23","0.68590","0","0"
"000","M","USD","EUR","2008-09-21","0.69150","0","0"
"000","M","USD","EUR","2008-09-17","0.70350","0","0"
"000","M","USD","EUR","2008-09-15","0.70290","0","0"
"000","M","USD","EUR","2008-09-13","0.71050","0","0"
"000","M","USD","EUR","2008-09-12","0.71700","0","0"
"000","M","USD","EUR","2008-09-11","0.70870","0","0"
"000","M","USD","EUR","2008-09-10","0.70760","0","0"
"000","M","USD","EUR","2008-09-04","0.69120","0","0"
"000","M","USD","EUR","2008-09-03","0.68770","0","0"
"000","M","USD","EUR","2008-09-02","0.68320","0","0"
"000","M","USD","EUR","2008-08-30","0.67960","0","0"
"000","M","USD","EUR","2008-08-26","0.67770","0","0"
"000","M","USD","EUR","2008-08-25","0.67620","0","0"
"000","M","USD","EUR","2008-08-24","0.67630","0","0"
"000","M","USD","EUR","2008-08-22","0.67560","0","0"
"000","M","USD","EUR","2008-08-20","0.68040","0","0"
"000","M","USD","EUR","2008-08-18","0.68110","0","0"
"000","M","USD","EUR","2008-08-17","0.68110","0","0"
"000","M","USD","EUR","2008-08-16","0.67840","0","0"
"000","M","USD","EUR","2008-08-15","0.67180","0","0"
"000","M","USD","EUR","2008-08-14","0.67050","0","0"
"000","M","USD","EUR","2008-08-13","0.67120","0","0"
"000","M","USD","EUR","2008-08-12","0.66780","0","0"
"000","M","USD","EUR","2008-08-08","0.64870","0","0"
"000","M","USD","EUR","2008-08-07","0.64680","0","0"
"000","M","USD","EUR","2008-08-06","0.64460","0","0"
"000","M","USD","EUR","2008-08-05","0.64190","0","0"
"000","M","USD","EUR","2008-08-04","0.64270","0","0"
"000","M","USD","EUR","2008-08-03","0.64270","0","0"
"000","M","USD","EUR","2008-08-02","0.64350","0","0"
"000","M","USD","EUR","2008-08-01","0.64110","0","0"
"000","M","USD","EUR","2008-07-31","0.64180","0","0"
"000","M","USD","EUR","2008-07-30","0.63700","0","0"
"000","M","USD","EUR","2008-07-29","0.63600","0","0"
"000","M","USD","EUR","2008-07-25","0.63780","0","0"
"000","M","USD","EUR","2008-07-24","0.63480","0","0"
"000","M","USD","EUR","2008-07-23","0.62940","0","0"
"000","M","USD","EUR","2008-07-22","0.63040","0","0"
"000","M","USD","EUR","2008-07-21","0.63120","0","0"
"000","M","USD","EUR","2008-07-20","0.63120","0","0"
"000","M","USD","EUR","2008-07-19","0.63100","0","0"
"000","M","USD","EUR","2008-07-18","0.63110","0","0"
"000","M","USD","EUR","2008-07-17","0.62930","0","0"
"000","M","USD","EUR","2008-07-16","0.62740","0","0"
"000","M","USD","EUR","2008-07-15","0.62910","0","0"
"000","M","USD","EUR","2008-07-14","0.62760","0","0"
"000","M","USD","EUR","2008-07-11","0.63550","0","0"
"000","M","USD","EUR","2008-07-08","0.63830","0","0"
"000","M","USD","EUR","2008-07-05","0.63700","0","0"
"000","M","USD","EUR","2008-07-04","0.63180","0","0"
"000","M","USD","EUR","2008-07-02","0.63420","0","0"
"000","M","USD","EUR","2008-07-01","0.63380","0","0"
"000","M","USD","EUR","2008-06-30","0.63340","0","0"
"000","M","USD","EUR","2008-06-26","0.64180","0","0"
"000","M","USD","EUR","2008-06-24","0.64280","0","0"
"000","M","USD","EUR","2008-06-23","0.64090","0","0"
"000","M","USD","EUR","2008-06-22","0.64090","0","0"
"000","M","USD","EUR","2008-06-21","0.64140","0","0"
"000","M","USD","EUR","2008-06-20","0.64410","0","0"
"000","M","USD","EUR","2008-06-19","0.64500","0","0"
"000","M","USD","EUR","2008-06-18","0.64510","0","0"
"000","M","USD","EUR","2008-06-16","0.65030","0","0"
"000","M","USD","EUR","2008-06-15","0.65040","0","0"
"000","M","USD","EUR","2008-06-14","0.65060","0","0"
"000","M","USD","EUR","2008-06-12","0.64520","0","0"
"000","M","USD","EUR","2008-06-11","0.64300","0","0"
"000","M","USD","EUR","2008-06-09","0.63400","0","0"
"000","M","USD","EUR","2008-06-07","0.63860","0","0"
"000","M","USD","EUR","2008-06-06","0.64690","0","0"
"000","M","USD","EUR","2008-06-05","0.64730","0","0"
"000","M","USD","EUR","2008-06-04","0.64400","0","0"
"000","M","USD","EUR","2008-06-03","0.64350","0","0"
"000","M","USD","EUR","2008-05-31","0.64420","0","0"
"000","M","USD","EUR","2008-05-30","0.64160","0","0"
"000","M","USD","EUR","2008-05-29","0.63790","0","0"
"000","M","USD","EUR","2008-05-27","0.63430","0","0"
"000","M","USD","EUR","2008-05-24","0.63500","0","0"
"000","M","USD","EUR","2008-05-22","0.63660","0","0"
"000","M","USD","EUR","2008-05-21","0.64140","0","0"
"000","M","USD","EUR","2008-05-20","0.64250","0","0"
"000","M","USD","EUR","2008-05-19","0.64220","0","0"
"000","M","USD","EUR","2008-05-18","0.64220","0","0"
"000","M","USD","EUR","2008-05-17","0.64520","0","0"
"000","M","USD","EUR","2008-05-15","0.64700","0","0"
"000","M","USD","EUR","2008-05-14","0.64490","0","0"
"000","M","USD","EUR","2008-05-13","0.64680","0","0"
"000","M","USD","EUR","2008-05-10","0.64780","0","0"
"000","M","USD","EUR","2008-05-09","0.65090","0","0"
"000","M","USD","EUR","2008-05-07","0.64440","0","0"
"000","M","USD","EUR","2008-05-05","0.64860","0","0"
"000","M","USD","EUR","2008-05-04","0.64850","0","0"
"000","M","USD","EUR","2008-05-03","0.64720","0","0"
"000","M","USD","EUR","2008-05-02","0.64290","0","0"
"000","M","USD","EUR","2008-04-30","0.64070","0","0"
"000","M","USD","EUR","2008-04-29","0.63960","0","0"
"000","M","USD","EUR","2008-04-28","0.64010","0","0"
"000","M","USD","EUR","2008-04-27","0.64000","0","0"
"000","M","USD","EUR","2008-04-26","0.63920","0","0"
"000","M","USD","EUR","2008-04-22","0.63070","0","0"
"000","M","USD","EUR","2008-04-21","0.63240","0","0"
"000","M","USD","EUR","2008-04-20","0.63240","0","0"
"000","M","USD","EUR","2008-04-19","0.63080","0","0"
"000","M","USD","EUR","2008-04-18","0.62780","0","0"
"000","M","USD","EUR","2008-04-17","0.63020","0","0"
"000","M","USD","EUR","2008-04-16","0.63210","0","0"
"000","M","USD","EUR","2008-04-15","0.63420","0","0"
"000","M","USD","EUR","2008-04-13","0.63280","0","0"
"000","M","USD","EUR","2008-04-12","0.63320","0","0"
"000","M","USD","EUR","2008-04-09","0.63570","0","0"
"000","M","USD","EUR","2008-04-05","0.63640","0","0"
"000","M","USD","EUR","2008-04-04","0.63960","0","0"
"000","M","USD","EUR","2008-04-03","0.64030","0","0"
"000","M","USD","EUR","2008-04-01","0.63300","0","0"
"000","M","USD","EUR","2008-03-29","0.63360","0","0"
"000","M","USD","EUR","2008-03-28","0.63290","0","0"
"000","M","USD","EUR","2008-03-27","0.63770","0","0"
"000","M","USD","EUR","2008-03-26","0.64380","0","0"
"000","M","USD","EUR","2008-03-25","0.64940","0","0"
"000","M","USD","EUR","2008-03-22","0.64780","0","0"
"000","M","USD","EUR","2008-03-21","0.64390","0","0"
"000","M","USD","EUR","2008-03-20","0.63780","0","0"
"000","M","USD","EUR","2008-03-19","0.63440","0","0"
"000","M","USD","EUR","2008-03-18","0.63410","0","0"
"000","M","USD","EUR","2008-03-15","0.64060","0","0"
"000","M","USD","EUR","2008-03-14","0.64240","0","0"
"000","M","USD","EUR","2008-03-13","0.64890","0","0"
"000","M","USD","EUR","2008-03-12","0.65100","0","0"
"000","M","USD","EUR","2008-03-11","0.65070","0","0"
"000","M","USD","EUR","2008-03-08","0.65020","0","0"
"000","M","USD","EUR","2008-03-07","0.65320","0","0"
"000","M","USD","EUR","2008-03-06","0.65740","0","0"
"000","M","USD","EUR","2008-02-28","0.66500","0","0"
"000","M","USD","EUR","2008-02-25","0.67470","0","0"
"000","M","USD","EUR","2008-02-24","0.67470","0","0"
"000","M","USD","EUR","2008-02-22","0.67840","0","0"
"000","M","USD","EUR","2008-02-15","0.68520","0","0"
"000","M","USD","EUR","2008-02-14","0.68620","0","0"
"000","M","USD","EUR","2008-02-13","0.68790","0","0"
"000","M","USD","EUR","2008-02-12","0.68820","0","0"
"000","M","USD","EUR","2008-02-08","0.68560","0","0"
"000","M","USD","EUR","2008-02-05","0.67500","0","0"
"000","M","USD","EUR","2008-02-02","0.67290","0","0"
"000","M","USD","EUR","2008-01-31","0.67650","0","0"
"000","M","USD","EUR","2008-01-30","0.67690","0","0"
"000","M","USD","EUR","2008-01-26","0.67880","0","0"
"000","M","USD","EUR","2008-01-24","0.68480","0","0"
"000","M","USD","EUR","2008-01-21","0.68420","0","0"
"000","M","USD","EUR","2008-01-20","0.68420","0","0"
"000","M","USD","EUR","2008-01-18","0.68210","0","0"
"000","M","USD","EUR","2008-01-17","0.67640","0","0"
"000","M","USD","EUR","2008-01-15","0.67360","0","0"
"000","M","USD","EUR","2008-01-14","0.67700","0","0"
"000","M","USD","EUR","2008-01-13","0.67700","0","0"
"000","M","USD","EUR","2008-01-12","0.67600","0","0"
"000","M","USD","EUR","2008-01-05","0.67830","0","0"
"000","M","USD","EUR","2008-01-02","0.68550","0","0"
"000","M","USD","EUR","2007-12-26","0.69480","0","0"
"000","M","USD","EUR","2007-12-18","0.69450","0","0"
"000","M","USD","EUR","2007-12-15","0.68680","0","0"
"000","M","USD","EUR","2007-12-12","0.67990","0","0"
"000","M","USD","EUR","2007-12-11","0.68160","0","0"
"000","M","USD","EUR","2007-12-07","0.68490","0","0"
"000","M","USD","EUR","2007-12-02","0.68180","0","0"
"000","M","USD","EUR","2007-11-30","0.67610","0","0"
"000","M","USD","EUR","2007-11-29","0.67610","0","0"
"000","M","USD","EUR","2007-11-27","0.67390","0","0"
"000","M","USD","EUR","2007-11-26","0.67440","0","0"
"000","M","USD","EUR","2007-11-22","0.67460","0","0"
"000","M","USD","EUR","2007-11-16","0.68270","0","0"
"000","M","USD","EUR","2007-11-14","0.68590","0","0"
"000","M","USD","EUR","2007-11-13","0.68470","0","0"
"000","M","USD","EUR","2007-11-10","0.68070","0","0"
"000","M","USD","EUR","2007-11-07","0.68900","0","0"
"000","M","USD","EUR","2007-11-06","0.69040","0","0"
"000","M","USD","EUR","2007-11-04","0.68940","0","0"
"000","M","USD","EUR","2007-11-02","0.69190","0","0"
"000","M","USD","EUR","2007-10-30","0.69390","0","0"
"000","M","USD","EUR","2007-10-26","0.70020","0","0"
"000","M","USD","EUR","2007-10-25","0.70210","0","0"
"000","M","USD","EUR","2007-10-24","0.70360","0","0"
"000","M","USD","EUR","2007-10-23","0.70140","0","0"
"000","M","USD","EUR","2007-10-21","0.69950","0","0"
"000","M","USD","EUR","2007-10-13","0.70500","0","0"
"000","M","USD","EUR","2007-10-10","0.71180","0","0"
"000","M","USD","EUR","2007-10-09","0.70910","0","0"
"000","M","USD","EUR","2007-10-05","0.70890","0","0"
"000","M","USD","EUR","2007-10-04","0.70630","0","0"
"000","M","USD","EUR","2007-10-02","0.70190","0","0"
"000","M","USD","EUR","2007-09-27","0.70760","0","0"
"000","M","USD","EUR","2007-09-26","0.70930","0","0"
"000","M","USD","EUR","2007-09-25","0.70930","0","0"
"000","M","USD","EUR","2007-09-24","0.70990","0","0"
"000","M","USD","EUR","2007-09-23","0.70990","0","0"
"000","M","USD","EUR","2007-09-22","0.71050","0","0"
"000","M","USD","EUR","2007-09-21","0.71330","0","0"
"000","M","USD","EUR","2007-09-14","0.71970","0","0"
"000","M","USD","EUR","2007-09-13","0.72130","0","0"
"000","M","USD","EUR","2007-09-08","0.72940","0","0"
"000","M","USD","EUR","2007-09-07","0.73210","0","0"
"000","M","USD","EUR","2007-09-06","0.73460","0","0"
"000","M","USD","EUR","2007-09-05","0.73510","0","0"
"000","M","USD","EUR","2007-09-04","0.73360","0","0"
"000","M","USD","EUR","2007-09-01","0.73230","0","0"
"000","M","USD","EUR","2007-08-31","0.73280","0","0"
"000","M","USD","EUR","2007-08-30","0.73460","0","0"
"000","M","USD","EUR","2007-08-29","0.73320","0","0"
"000","M","USD","EUR","2007-08-24","0.73770","0","0"
"000","M","USD","EUR","2007-08-15","0.73580","0","0"
"000","M","USD","EUR","2007-08-14","0.73180","0","0"
"000","M","USD","EUR","2007-08-11","0.73120","0","0"
"000","M","USD","EUR","2007-08-10","0.72700","0","0"
"000","M","USD","EUR","2007-08-06","0.72630","0","0"
"000","M","USD","EUR","2007-08-05","0.72630","0","0"
"000","M","USD","EUR","2007-08-01","0.72970","0","0"
"000","M","USD","EUR","2007-07-26","0.72620","0","0"
"000","M","USD","EUR","2007-07-21","0.72440","0","0"
"000","M","USD","EUR","2007-07-18","0.72570","0","0"
"000","M","USD","EUR","2007-07-16","0.72580","0","0"
"000","M","USD","EUR","2007-07-14","0.72550","0","0"
"000","M","USD","EUR","2007-07-12","0.72720","0","0"
"000","M","USD","EUR","2007-07-07","0.73520","0","0"
"000","M","USD","EUR","2007-07-03","0.73690","0","0"
"000","M","USD","EUR","2007-06-22","0.74670","0","0"
"000","M","USD","EUR","2007-06-19","0.74620","0","0"
"000","M","USD","EUR","2007-06-18","0.74720","0","0"
"000","M","USD","EUR","2007-06-17","0.74720","0","0"
"000","M","USD","EUR","2007-06-16","0.75020","0","0"
"000","M","USD","EUR","2007-06-13","0.74940","0","0"
"000","M","USD","EUR","2007-06-12","0.74900","0","0"
"000","M","USD","EUR","2007-06-09","0.74680","0","0"
"000","M","USD","EUR","2007-06-08","0.74180","0","0"
"000","M","USD","EUR","2007-06-06","0.74030","0","0"
"000","M","USD","EUR","2007-06-02","0.74390","0","0"
"000","M","USD","EUR","2007-05-31","0.74420","0","0"
"000","M","USD","EUR","2007-05-29","0.74340","0","0"
"000","M","USD","EUR","2007-05-25","0.74380","0","0"
"000","M","USD","EUR","2007-05-24","0.74310","0","0"
"000","M","USD","EUR","2007-05-23","0.74310","0","0"
"000","M","USD","EUR","2007-05-21","0.74050","0","0"
"000","M","USD","EUR","2007-05-20","0.74060","0","0"
"000","M","USD","EUR","2007-05-16","0.73780","0","0"
"000","M","USD","EUR","2007-05-15","0.73850","0","0"
"000","M","USD","EUR","2007-05-14","0.73960","0","0"
"000","M","USD","EUR","2007-05-13","0.73970","0","0"
"000","M","USD","EUR","2007-05-10","0.73840","0","0"
"000","M","USD","EUR","2007-05-08","0.73500","0","0"
"000","M","USD","EUR","2007-05-02","0.73330","0","0"
"000","M","USD","EUR","2007-05-01","0.73360","0","0"
"000","M","USD","EUR","2007-04-28","0.73440","0","0"
"000","M","USD","EUR","2007-04-18","0.73820","0","0"
"000","M","USD","EUR","2007-04-17","0.73780","0","0"
"000","M","USD","EUR","2007-04-12","0.74480","0","0"
"000","M","USD","EUR","2007-04-09","0.74770","0","0"
"000","M","USD","EUR","2007-04-08","0.74770","0","0"
"000","M","USD","EUR","2007-04-07","0.74590","0","0"
"000","M","USD","EUR","2007-04-06","0.74710","0","0"
"000","M","USD","EUR","2007-04-05","0.74920","0","0"
"000","M","USD","EUR","2007-04-04","0.74840","0","0"
"000","M","USD","EUR","2007-04-03","0.74850","0","0"
"000","M","USD","EUR","2007-03-31","0.75000","0","0"
"000","M","USD","EUR","2007-03-24","0.75090","0","0"
"000","M","USD","EUR","2007-03-22","0.75110","0","0"
"000","M","USD","EUR","2007-03-01","0.75660","0","0"
"000","M","USD","EUR","2007-02-21","0.76020","0","0"
"000","M","USD","EUR","2007-02-20","0.76070","0","0"
"000","M","USD","EUR","2007-02-17","0.76160","0","0"
"000","M","USD","EUR","2007-02-15","0.76510","0","0"
"000","M","USD","EUR","2007-02-14","0.76990","0","0"
"000","M","USD","EUR","2007-02-10","0.76810","0","0"
"000","M","USD","EUR","2007-02-09","0.76850","0","0"
"000","M","USD","EUR","2007-02-07","0.77290","0","0"
"000","M","USD","EUR","2007-02-06","0.77280","0","0"
"000","M","USD","EUR","2007-02-05","0.77180","0","0"
"000","M","USD","EUR","2007-02-04","0.77180","0","0"
"000","M","USD","EUR","2007-02-01","0.77130","0","0"
"000","M","USD","EUR","2007-01-31","0.77150","0","0"
"000","M","USD","EUR","2007-01-23","0.77170","0","0"
"000","M","USD","EUR","2007-01-22","0.77210","0","0"
"000","M","USD","EUR","2007-01-21","0.77200","0","0"
"000","M","USD","EUR","2007-01-20","0.77120","0","0"
"000","M","USD","EUR","2007-01-19","0.77240","0","0"
"000","M","USD","EUR","2007-01-16","0.77320","0","0"
"000","M","USD","EUR","2007-01-14","0.77410","0","0"
"000","M","USD","EUR","2007-01-13","0.77490","0","0"
"000","M","USD","EUR","2007-01-08","0.76940","0","0"
"000","M","USD","EUR","2007-01-01","0.75700","0","0"
"000","M","CHF","EUR","2010-08-09","0.72500","0","0"
"000","M","CHF","EUR","2010-08-08","0.72500","0","0"
"000","M","CHF","EUR","2010-08-07","0.72470","0","0"
"000","M","CHF","EUR","2010-08-06","0.72430","0","0"
